Unnamed: 0,Unnamed: 1,Unnamed: 2,Waste,"Energy, kJ","Energy, kcal",Nitrogen-to-protein factor,"Nitrogen, total","Protein, videnskabelig",Protein labeling,Carbohydrate by difference,"Carbohydrates, available","Carbohydrate, declaration",Added sugar,Dietary fiber,"Fat, total",Fatty acid conversion factor (FCF),Alcohol,Ash,Dry matter,Water,Vitamin A,Retinol,beta-carotene,Vitamin D,Vitamin D3,D2 ergocalciferol,Vitamin D3 25-hydroxy,25-hydroxyergocalciferol,Vitamin E,alpha-tocopherol,gamma-tocopherol,delta-tocopherol,alpha-tokotrienol,Vitamin K1,Vitamin B1,thiamine,"Vitamin B2, Riboflavin",Niacin Equivalent,Niacin,Vitamin B6,Pantothenic,Biotin,Folate,"Folate, free",B12,C Vitamin,L-ascorbic acid,L-dehydroascorbic,"Sulfur, S","Chloride, Cl","Sodium, Na","Potassium, K","Calcium, Ca","Magnesium, Mg","Phosphorus, P","Iron, Fe","Copper, Cu","Zinc, Zn",Iodine In,"Manganese, Mn","Chromium, Cr","Selenium, Se","Molybdenum, Mo","Cobalt, Co.","Nickel, Ni","Fluoron, F","Silicon, Si","Rubidium, Rb","Aluminum, Al","Boron, B","Bromine, Br",Mercury Hg,"Arsenic, As",Arsen inorganic,"Cadmium, Cd","Lead, Pb","Tin, Sn",L-lactic acid,D-lactic acid,"Lactic acid, total",Citric acid,Oxalic acid,Malic acid,Benzoic acid,"Organic acids, tot.",Histamine,Tyramine,Phenylethylamine,Putrescin,Cadaverine,Spermine,Spermidine,Serotonin,Fructose,Galactose,Glucose,"Monosaccharides, total",Lactose,Maltose,Sucrose,Disaccharides total,Raffinose,Other sugars,"Sugars, total",Sorbitol,Inositol,Maltitol,"Sugar alcohols, total",Starch,IDF,SDFP,SDFS,Hexose,Pentose,Uronic Acid,Cellulose,Lignin,Crude fibers,Neutr.Det.Fibre (NDF),C4: 0,C6: 0,C8: 0,C10: 0,C12: 0,C13: 0,C14: 0,C15: 0,C16: 0,C17: 0,C18: 0,C20: 0,C21:0,C22: 0,C23:0,C24: 0,"Saturated F.A., other","C12:1,n-1",C14: 1 n-5,C15: 1,C16: 1 n-7,C17: 1 n-7,C18: 1 n-9,C18: 1 n-7,C20: 1 n-9,C20: 1 n-11,C22: 1 n-9,C22: 1 n-11,C24: 1 n-9,Other monounsaturated.,C18: 2 n-6,"C18: 2 conj-A, undifferentiated",C18: 3 n-3,C18: 3 n-6,"C18: 4, n-3",C20: 2 n-6,"C22:2,n-6","C22:4,n-6","C22:5,n-6",C20: 3 n-3,"C20: 4, n-3",C20: 3 n-6,"C20: 4, n-6","C20: 5, n-3","C22: 5, n-3","C22: 6, n-3",Other polyunsaturated,C14: 1 trans-9,C16: 1 trans,C18: 1 trans-n-9,C20: 1 trans,C22: 1 trans,"C18: 2, trans, undifferentiated",Other fatty acids,Sum saturated,Sum monounsaturated,Sum polyunsaturated,"Trans fatty acids, total","Fatty acids, total",Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valin,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Hydroxyproline,Serin,Density
673,Offal,"Liver, goose, raw",0,544,129,6.25,2.619,16.4,16.4,6.3,6.3,6.3,0,0,4.3,0.621,0,1.3,28.2,71.8,31500,31500,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.56,nv,3.2,10.3,6.5,0.93,6.18,nv,738,nv,54,4.5,4.5,nv,nv,nv,77,240,43,20,261,30.5,7.52,3.07,2.8,0,1.1,61,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.2,nv,nv,16.4,1.3,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0,0,nv,0.01,nv,0.806,nv,0.765,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.06,nv,0.744,nv,nv,0.01,0,nv,nv,nv,0.181,nv,0.01,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.071,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,1.581,0.815,0.262,nv,2.658,0.01,0.252,515,864,1470,1230,393,220,812,576,733,230,1020,995,445,943,1550,2120,943,812,nv,707,nv
674,Cold cuts,"Veal, eye of round, salted, boiled",0,423,100,6.25,3.184,19.2,19.2,0,0,0,0,0,2.6,0.844,0,5.1,26.9,73.1,0,0,0,0,0,nv,nv,nv,0.03,0.03,nv,nv,nv,0,0.033,nv,0.062,6.35,2.9,0.34,0.23,0.92,8.6,4,nv,46,46,nv,nv,2100,1810,273,5.19,17.9,309,1.45,0.05,2.68,0.9,0.012,14,5.1,0,nv,2,nv,nv,nv,nv,nv,nv,0.05,0.53,nv,0.9,2.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.23,2.35,0.003,0.23,0.84,2.58,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,nv,nv,nv,0,0,nv,0.058,nv,0.63,nv,0.31,0,nv,0,nv,0,nv,nv,0.02,nv,0.119,nv,0.94,nv,nv,0,nv,nv,nv,nv,0.072,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.026,nv,nv,nv,nv,nv,nv,0.019,nv,nv,nv,0,0.998,1.078,0.098,0.019,2.193,0,0.098,42,955,1500,1560,478,159,764,669,796,207,987,1240,637,1150,1780,2680,1020,860,nv,796,nv
675,Sugar confectionery,"Chocolate, milk",0,2278,545,6.25,1.136,7.1,7.1,58.2,57.8,62.4,49.5,0.4,31.7,0.94,0,1.8,98.7,1.3,104,100,45,0,0,nv,nv,nv,0.25,0.25,nv,nv,nv,0,0.085,nv,0.4,1.61,0.4,0.035,0.19,3,7,4,0,0,0,nv,nv,270,127,442,195,55,240,1.49,0.367,1.55,17,0.32,6,4.5,10,nv,92,nv,nv,nv,nv,nv,nv,0,0,nv,3,4,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.03,0.38,nv,nv,nv,nv,1.05,3.1,nv,3.6,6.7,7.4,0,45.4,52.8,nv,0,59.5,nv,nv,nv,nv,2.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.035,0.231,0.082,0.135,0.264,nv,0.514,nv,7.766,0,8.871,0.268,nv,0.055,nv,0.029,nv,nv,0.059,nv,0.173,nv,9.182,0,nv,0.046,0,0,0,nv,0.978,nv,0.086,nv,0,0,nv,nv,nv,0,nv,0,nv,0,0,0,nv,nv,nv,nv,nv,nv,nv,0,19.249,9.461,1.063,nv,29.773,0.086,0.978,18,352,648,557,159,32,341,227,204,73,477,239,170,227,568,1300,170,682,nv,386,nv
676,Bread,"Bread, white",0,1053,249,5.75,1.322,7.6,8.3,50.2,46.4,45.8,0,3.7,2.8,0.73,0,1.6,62.2,37.8,5.5,0,66,0,0,nv,nv,nv,0.25,0.25,nv,nv,0.05,0,0.154,nv,0.0672,1.34,0.7,0.0725,0.3,3,36.5,8,0,0,0,nv,nv,820,457,141,22.8,21,105,0.908,0.121,0.703,2.6,nv,7.2,2.18,nv,nv,7.93,nv,nv,nv,nv,nv,nv,0.42,0.4,nv,7.28,0.847,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.015,nv,nv,nv,nv,nv,nv,0,0.1,nv,0.05,0.15,0,1.37,0.05,1.42,nv,0,1.57,nv,nv,nv,nv,44.3,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.361,nv,0.001,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.283,nv,nv,nv,nv,nv,nv,nv,1.244,nv,0.17,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.362,0.283,1.414,nv,2.059,0.17,1.244,0,330,568,238,116,132,383,159,238,81,410,344,172,291,449,2410,330,846,nv,397,nv
677,Bread,"Wheat bread, italien type, industrially produced",0,1091,258,5.7,1.433,8.2,9,52.3,49.2,48.4,nv,3.1,2.5,0.877,0,1.9,64.8,35.2,0,0,0,0,0,nv,nv,nv,0.5,0.5,nv,nv,nv,nv,0.14,nv,0.0436,1.43,1.13,0.0614,0.302,1.76,28.3,nv,0,0,0,nv,nv,405,473,119,23.3,19.9,85.7,0.897,0.112,0.634,19.4,0.501,3.71,4.71,nv,nv,3.53,nv,nv,nv,nv,nv,nv,nv,nv,nv,2,1.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,47.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,nv,0,nv,0.376,nv,0.056,0,nv,0,nv,nv,nv,nv,nv,nv,0.016,nv,0.968,0.045,nv,0.007,nv,nv,nv,nv,0.64,nv,0.061,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0.431,1.036,0.701,0,2.167,0.061,0.64,0,358,616,201,133,158,430,201,244,86,416,330,186,272,401,2640,344,946,nv,430,nv
679,Vegetable products,"Miso, soy paste",0,700,167,6.25,1.68,10.5,10.5,23.5,18.1,18.1,0,5.4,4.6,0.94,0,8.4,47,53,2,0,24,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.06,nv,0.1,2.4,0.3,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,2950,335,68,nv,310,1.7,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,4.324,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,126,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
680,Vegetable products,"Beans, green, canned",45,103,25,6.25,0.24,1.5,1.5,5.2,2.8,2.8,0,2.4,0.3,0.8,0,1.2,8.2,91.8,32.3,0,387,0,0,nv,nv,nv,0.25,0.25,nv,nv,nv,nv,nv,nv,0.06,0.376,0.1,0.03,0.09,nv,13,3,0,3.4,3.4,nv,nv,nv,259,92,47.3,13,30.5,0.55,0.23,0.25,1.6,0.024,nv,0.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.003,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.077,nv,0.011,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.009,nv,nv,nv,nv,nv,nv,nv,0.066,nv,0.077,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.088,0.009,0.143,nv,0.24,0.077,0.066,0,58,84,91,22,6,41,31,62,17,74,55,29,74,204,156,50,46,nv,106,nv
681,Legumes,"Lentils, dried",0,1466,347,6.25,4.192,26.2,26.2,59.2,50.5,53.2,0,8.7,2.5,0.8,0,2.4,90.3,9.7,5,0,60,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.5,nv,0.2,6.19,2,0.556,1.36,nv,35,25,0,0,0,nv,nv,nv,36,670,55.7,77,371,6.5,0.67,3.06,0.7,nv,13.1,12,69,nv,248,nv,nv,nv,nv,nv,nv,0.1,0,nv,0.879,9.52,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.4,nv,nv,nv,nv,50.8,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2,nv,nv,0,1130,2010,1890,210,252,1380,838,1050,252,1300,2260,713,1130,3020,4360,1090,1130,nv,1380,nv
682,Offal,"Gizzard, chicken, raw",0,473,113,6.25,2.912,18.2,18.2,0.5,0.5,0.5,nv,0,4.2,0.83,0,0.9,23.8,76.2,65,65,0,nv,nv,nv,nv,nv,0.2,0.2,nv,nv,nv,nv,0.09,nv,0.05,7.51,4.5,0.12,0.631,1,38,10,0.6,3.7,3.7,nv,nv,nv,69,188,11,13,148,2.49,0.116,2.72,0.4,0.055,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.032,nv,0.684,nv,0.368,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.19,nv,0.938,nv,nv,nv,nv,nv,nv,nv,0.905,nv,0.032,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.338,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.084,1.128,1.275,nv,3.486,0.032,1.243,240,844,1280,1250,466,239,757,553,844,181,815,1310,379,728,1660,3120,961,932,nv,815,nv
683,Leaf and stem vegetables,"Kohlrabi, raw",54,106,25,6.25,0.272,1.7,1.7,6.2,2.6,2.6,0,3.6,0.1,0.7,0,1,9,91,2,0,24,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.05,nv,0.02,0.568,0.4,0.15,0.165,nv,16,nv,0,48.1,48.1,nv,nv,nv,20,350,24,19,46,0.4,0.129,0.03,nv,0.139,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1,1.1,nv,0,0,0,0,nv,0,nv,0.012,nv,0.001,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.008,nv,nv,0,0,nv,nv,nv,0.022,nv,0.028,nv,0,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.013,0.008,0.05,nv,0.07,0.028,0.022,0,79,68,57,13,7,38,nv,49,10,49,106,19,nv,nv,nv,nv,nv,nv,nv,nv
685,Herbs,"Watercress, raw",87,77,18,6.25,0.272,1.7,1.7,3.1,1.9,0.7,0,1.2,0.2,0.8,0,0.9,5.9,94.1,334,0,4010,0,0,nv,nv,nv,1,1,nv,nv,nv,nv,0.1,nv,0.1,0.972,0.6,0.13,0.1,0.4,9,nv,0,60,60,nv,nv,nv,60,310,82.8,17,68.3,1.6,0.14,0.2,13.5,0.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.31,nv,nv,0.31,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.6,nv,nv,nv,nv,0.1,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.16,nv,nv,0,68,122,98,15,5,84,46,98,22,101,112,30,101,139,141,82,71,nv,44,nv
686,Dressings,"Salad dressing, soured fresh cream, low calorie",0,880,213,6.25,0.206,1.3,1.3,9.3,9.3,9.3,nv,0,18.9,0.956,0,1.8,31.3,68.7,18.1,18.1,nv,nv,nv,nv,nv,nv,1.78,1.78,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,603,83,42,5.2,nv,0.21,nv,0.22,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.4,nv,0.5,0.9,0.9,0,4.7,5.6,0,nv,6.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.054,0.112,0.196,nv,0.341,nv,2.558,nv,0.988,0.099,nv,0.08,nv,nv,nv,nv,0.058,nv,0.085,nv,4.791,0.274,nv,0.114,0.02,nv,nv,nv,7.226,nv,1.071,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,4.428,5.343,8.297,nv,18.068,1.071,7.226,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
687,Dried egg,"Eggs, chicken, yolk, dried",0,2718,656,6.25,5.52,34.5,34.5,2.5,2.5,2.5,0,0,56.5,0.83,0,3.8,97.3,2.7,460,460,0,nv,nv,nv,nv,nv,6.15,6.15,nv,nv,nv,nv,0.38,nv,1.27,8.55,0.085,0.51,6.97,97.3,244,nv,4.56,0.9,nv,nv,nv,430,178,249,320,28,1040,9.95,0.27,7.35,238,0.16,13.5,120,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0.171,0,12.352,nv,4.422,0,nv,nv,nv,nv,nv,nv,nv,nv,1.162,nv,17.831,0.797,0.127,nv,nv,nv,nv,nv,8.065,nv,0.17,nv,0,0.117,nv,nv,nv,nv,0,0.119,0.999,0,0,0,nv,nv,nv,0.16,nv,nv,0,0.363,16.945,19.916,9.471,0.16,46.853,0.17,9.3,2238,1990,2930,2320,883,607,1490,1490,1880,508,2100,2370,828,1710,2870,4250,1050,1440,nv,2870,nv
688,Bread,"Baguette, wheat, fine, industrially produced",0,1085,256,5.7,1.438,8.2,9,54.5,51.6,50.8,0,3,1.2,0.872,0,1.8,65.7,34.3,0,0,0,0,0,nv,nv,nv,0.5,0.5,nv,nv,nv,nv,0.187,nv,0.0473,1.44,1.16,0.0803,0.316,1.96,36.1,nv,0,0,0,nv,nv,379,517,122,34.1,21,93.8,0.964,0.121,0.7,21.1,0.51,3.71,2.41,nv,nv,3.62,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.53,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,49.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.001,0,0,nv,0,nv,0.25,nv,0.042,0,nv,0,nv,nv,nv,nv,nv,nv,0.008,nv,0.157,0.013,nv,0.006,nv,nv,nv,nv,0.558,nv,0.038,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0.293,0.184,0.596,0,1.073,0.038,0.558,0,359,618,201,134,158,431,201,244,86,417,331,187,273,403,2650,345,949,nv,431,nv
691,Vegetable products,"Potato, canned",33,236,56,6.25,0.226,1.4,1.4,13.2,10.9,10.9,0,2.3,0.2,0.716,0,0.9,15.7,84.3,0,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.068,nv,0.013,1.28,0.915,0.188,0.354,nv,6,nv,0,5.1,5.1,nv,nv,nv,219,229,49.6,14,29.5,1.26,0.057,0.28,nv,0.097,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.05,nv,nv,0.05,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.26,nv,nv,nv,nv,0.001,0.008,nv,0.001,nv,0.035,nv,0.008,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.002,nv,0.002,nv,nv,nv,nv,nv,nv,nv,0.071,nv,0.023,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.053,0.004,0.093,nv,0.15,0.023,0.071,0,57,86,86,22,18,63,52,52,22,79,66,32,43,346,237,43,52,nv,61,nv
692,High-fat fruit and seeds,"Brazil nuts, dried, raw",52,2844,689,5.41,2.773,15,17.3,13.7,8.4,2.9,0,5.3,65,0.95,0,3.7,97.4,2.6,0,0,0,0,0,nv,nv,nv,5,5,nv,nv,nv,nv,1.13,nv,0.035,2.93,0.2,0.105,0.23,2,4,1,0,0,0,nv,nv,nv,3,523,140,357,590,2.5,1.76,4.2,0.05,2.78,nv,103,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.13,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.3,nv,nv,nv,nv,0.6,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0,nv,8.877,0,6.113,0.177,nv,0,nv,0,nv,nv,0,nv,0.236,nv,19.588,0,nv,0.03,0,0,0,nv,26.615,nv,0.079,nv,0,0,nv,nv,nv,0,nv,0,nv,0,0,0,nv,nv,nv,nv,nv,nv,nv,0,15.167,19.853,26.694,nv,61.715,0.079,26.615,0,582,1220,527,1080,416,666,416,416,164,971,2440,388,610,1330,3300,721,776,nv,776,nv
693,Charcuterie,"Pork, ham, boiled, sliced",0,457,109,6.25,2.864,17.9,17.9,0.3,0.3,0.3,nv,0,4,0.851,0,4.3,26.5,73.5,0,0,nv,0.43,0,nv,0.086,nv,0.33,0.33,nv,nv,nv,nv,0.9,nv,0.157,8.75,5.5,0.32,0.67,nv,1.3,nv,0.54,29,29,nv,nv,nv,nv,327,6.32,21,302,0.69,0.08,1.69,nv,0.011,7.1,7.5,nv,nv,2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,nv,0.049,nv,0.84,nv,0.45,0,nv,0,nv,0,nv,nv,0,nv,0.102,nv,1.491,nv,nv,0.028,nv,nv,nv,nv,0.37,nv,0.031,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.042,nv,nv,0,nv,nv,nv,0,nv,nv,nv,0,1.34,1.621,0.443,0,3.404,0.031,0.412,55,888,1350,1600,458,120,659,601,773,195,974,1060,687,1030,1600,2380,831,659,nv,716,nv
694,Freshwater fish,"Charr, raw",50,414,98,6.25,3.28,18.5,18.5,0,0,0,0,0,2.7,0.88,0,1.2,22.4,77.6,0,nv,0,9,9,nv,nv,nv,nv,nv,nv,nv,nv,0,0.16,nv,0.09,nv,nv,0.368,nv,nv,nv,nv,nv,0,0,nv,nv,nv,80,370,nv,30,260,0.75,nv,0.67,nv,nv,1.3,16,nv,nv,0,nv,nv,nv,nv,nv,nv,2.7,108,nv,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.376,nv,nv,48,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
695,Other composite foods,"Meat balls, frozen",0,679,163,6.25,1.68,10.5,10.5,9,9,9,0,0,9.4,0.9,0,4.1,33,67,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,nv,nv,790,590,140,21.5,19.5,nv,1.25,0.074,1.3,nv,nv,nv,nv,nv,nv,18,nv,nv,nv,nv,nv,nv,0.2,nv,nv,1.2,5,90,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,8.46,nv,nv,37,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
